ID,PRODUCT_ID_IN,PRODUCT_ID_OUT,WORKER_ID,BASKET_ID,WEIGHT_IN,WEIGHT_OUT,DATE,TIME_IN,TIME_OUT,DINH_MUC,TRANGTHAI
6805941,01,01,XKII_045,,5.059,3.313,2020-03-14,06:05:05,06:48:38,1.527,0
6805942,01,01,SC020,,5.065,3.419,2020-03-14,06:05:30,06:40:58,1.481,0
6805943,01,01,SC564,,5.026,3.378,2020-03-14,06:05:40,06:40:53,1.488,0
6805944,01,01,SC368,,5.074,3.432,2020-03-14,06:05:45,06:27:38,1.478,0
6805945,01,01,SC263,,5.012,3.456,2020-03-14,06:05:59,06:40:26,1.450,0
6805946,01,01,SC158,,5.089,3.411,2020-03-14,06:06:05,06:49:13,1.492,0
6805947,01,01,SC097,,5.035,3.318,2020-03-14,06:06:09,06:48:20,1.517,0
6805948,01,01,SC004,,5.034,3.319,2020-03-14,06:06:19,06:52:42,1.517,0
6805949,01,01,SC254,,5.052,3.608,2020-03-14,06:06:24,06:27:57,1.400,0
6805950,01,01,SC056,,5.035,3.525,2020-03-14,06:06:36,06:40:14,1.428,0
6805951,01,01,HVFL041,,5.032,3.553,2020-03-14,06:06:40,06:40:01,1.416,0
6805952,01,01,HVSC064,,5.061,3.435,2020-03-14,06:06:55,06:39:51,1.473,0
6805953,01,01,HVSC068,,5.049,3.432,2020-03-14,06:07:00,06:26:54,1.471,0
6805954,01,01,SC059,,4.998,3.294,2020-03-14,06:07:03,06:48:47,1.517,0
6805955,01,01,SC063,,5.067,3.383,2020-03-14,06:07:26,06:41:53,1.498,0
6805956,01,01,HVSC089,,5.046,3.457,2020-03-14,06:07:45,06:41:05,1.460,0
6805957,01,01,SC062,,4.979,3.333,2020-03-14,06:08:01,06:49:27,1.494,0
6805958,01,01,SC075,,5.076,3.369,2020-03-14,06:08:04,06:42:00,1.507,0
6805959,01,01,SC013,,5.485,3.244,2020-03-14,06:08:07,06:48:31,1.691,0
6805960,01,01,SC084,,5.025,3.343,2020-03-14,06:08:26,06:49:20,1.503,0
6805961,01,01,HVSC045,,5.087,3.282,2020-03-14,06:08:30,06:50:05,1.550,0
6805962,01,01,SC053,,5.530,3.306,2020-03-14,06:08:35,06:49:00,1.673,0
6805963,03,03,SC065,,3.054,2.001,2020-03-14,06:08:39,06:33:45,1.526,0
6805964,04,04,HVSC024,,3.008,2.151,2020-03-14,06:08:52,06:53:04,1.398,0
6805965,01,01,SC424,,5.039,3.529,2020-03-14,06:08:57,06:35:56,1.428,0
6805966,01,01,HVSC117,,5.016,3.388,2020-03-14,06:09:08,06:37:19,1.481,0
6805967,01,01,SC064,,5.034,3.412,2020-03-14,06:09:17,06:40:32,1.475,0
6805968,01,01,HVSC017,,5.055,3.279,2020-03-14,06:09:25,06:49:53,1.542,0
6805969,01,01,SC018,,5.003,3.428,2020-03-14,06:09:50,06:28:26,1.459,0
6805970,01,01,SC002,,5.011,3.356,2020-03-14,06:10:02,06:40:40,1.493,0
6805971,01,01,HVSC087,,5.074,3.397,2020-03-14,06:10:17,06:28:30,1.494,0
6805972,01,01,XKI_015,,5.067,3.421,2020-03-14,06:10:28,06:41:12,1.481,0
6805973,01,01,HVSC025,,5.076,3.355,2020-03-14,06:10:54,06:50:54,1.513,0
6805974,01,01,HVSC009,,5.020,3.354,2020-03-14,06:10:57,06:41:36,1.497,0
6805975,01,01,HVSC023,,4.998,3.463,2020-03-14,06:11:03,07:56:59,1.443,0
6805976,01,01,HVSC216,,5.089,3.382,2020-03-14,06:11:11,06:42:50,1.505,0
6805977,01,01,SC077,,5.066,3.413,2020-03-14,06:12:10,06:41:18,1.484,0
6805978,01,01,SC027,,5.091,3.542,2020-03-14,06:12:36,06:35:24,1.437,0
6805979,01,01,HVSC241,,5.007,3.454,2020-03-14,06:12:40,06:42:38,1.450,0
6805980,01,01,SC262,,5.088,3.445,2020-03-14,06:12:49,06:51:09,1.477,0
6805981,01,01,SC125,,5.053,3.385,2020-03-14,06:12:56,06:41:23,1.493,0
6805982,01,01,T0_049,,5.094,3.481,2020-03-14,06:13:22,06:51:04,1.463,0
6805983,01,01,HVSC019,,5.074,3.369,2020-03-14,06:14:29,06:41:29,1.506,0
6805984,01,01,HVSC259,,4.998,3.423,2020-03-14,06:14:33,06:41:47,1.460,0
6805985,01,01,SC022,,5.066,3.453,2020-03-14,06:14:41,06:42:44,1.467,0
6805986,01,01,HVSC070,,5.024,3.372,2020-03-14,06:14:45,06:34:50,1.490,0
6805987,01,01,HVSC014,,5.083,3.437,2020-03-14,06:14:54,06:42:32,1.479,0
6805988,01,01,SC175,,5.000,3.342,2020-03-14,06:14:58,06:34:56,1.496,0
6805989,01,01,SC105,,5.040,3.320,2020-03-14,06:15:03,06:35:01,1.518,0
6805990,04,03,SC065,,3.016,2.015,2020-03-14,06:17:55,06:44:34,1.497,0
6805991,01,01,SC527,,5.060,3.503,2020-03-14,06:18:11,06:42:21,1.444,0
6805992,01,01,SC120,,5.034,3.314,2020-03-14,06:18:38,06:43:25,1.519,0
6805993,01,01,XKII_007,,5.017,3.309,2020-03-14,06:19:35,06:51:34,1.516,0
6805994,01,01,SC033,,5.032,3.429,2020-03-14,06:20:12,06:43:12,1.467,0
6805995,01,01,SC038,,5.029,3.443,2020-03-14,06:20:37,06:42:09,1.461,0
6805996,01,01,SC068,,5.054,3.504,2020-03-14,06:20:47,06:23:35,1.442,0
6805997,01,01,SC659,,5.049,3.502,2020-03-14,06:20:56,06:43:06,1.442,0
6805998,01,01,HVSC012,,5.091,3.490,2020-03-14,06:21:01,06:39:01,1.459,0
6805999,01,01,SC028,,5.052,3.558,2020-03-14,06:21:06,06:51:52,1.420,0
6806000,01,01,SC109,,5.027,3.341,2020-03-14,06:21:24,06:52:30,1.505,0
6806001,01,01,SC145,,4.993,3.390,2020-03-14,06:21:48,06:56:38,1.473,0
6806002,01,01,SC073,,5.087,3.426,2020-03-14,06:22:04,06:51:22,1.485,0
6806003,01,01,SC148,,5.055,3.389,2020-03-14,06:23:01,06:52:36,1.492,0
6806004,01,01,SC225,,5.090,3.342,2020-03-14,06:23:13,06:51:16,1.523,0
6806005,01,01,SC188,,5.062,3.362,2020-03-14,06:23:26,06:56:07,1.506,0
6806006,01,01,SC313,,5.107,3.559,2020-03-14,06:23:36,06:42:15,1.435,0
6806007,01,01,SC072,,5.160,3.417,2020-03-14,06:23:47,06:43:19,1.510,0
6806008,01,01,SC358,,5.078,3.586,2020-03-14,06:24:07,06:40:08,1.416,0
6806009,01,01,HVSC095,,5.229,3.450,2020-03-14,06:24:14,06:57:23,1.516,0
6806010,01,01,SC149,,5.023,3.398,2020-03-14,06:24:27,06:52:15,1.478,0
6806011,04,04,SC602,,3.031,2.172,2020-03-14,06:24:31,06:52:59,1.395,0
6806012,01,01,SC039,,5.047,3.336,2020-03-14,06:24:33,06:51:41,1.513,0
6806013,01,01,SC026,,5.014,3.396,2020-03-14,06:24:43,06:50:29,1.476,0
6806014,01,01,SC456,,5.024,3.325,2020-03-14,06:24:58,06:55:05,1.511,0
6806015,01,01,SC086,,5.056,3.445,2020-03-14,06:25:12,06:50:49,1.468,0
6806016,01,01,SC065,,5.060,3.397,2020-03-14,06:27:20,06:55:15,1.490,0
6806017,01,01,HVSC156,,5.046,3.361,2020-03-14,06:27:27,06:50:20,1.501,0
6806018,01,01,SC077,,5.044,3.381,2020-03-14,06:27:43,06:50:36,1.492,0
